0.0621163;-0.440368;0.0285004;424.9997246;-3012.997856;194.9997368
0.064601;-0.440368;0.0285004;442.000042;-3012.997856;194.9997368
0.064601;-0.440368;0.0285004;442.000042;-3012.997856;194.9997368
0.064601;-0.440368;0.0285004;442.000042;-3012.997856;194.9997368
0.064601;-0.440368;0.0285004;442.000042;-3012.997856;194.9997368
0.064601;-0.440368;0.0285004;442.000042;-3012.997856;194.9997368
0.064601;-0.440368;0.0285004;442.000042;-3012.997856;194.9997368
0.0625548;-0.440368;0.0285004;427.9999416;-3012.997856;194.9997368
0.0613856;-0.440368;0.0285004;420.0002752;-3012.997856;194.9997368
0.0613856;-0.440368;0.0285004;420.0002752;-3012.997856;194.9997368
0.0613856;-0.440368;0.0285004;420.0002752;-3012.997856;194.9997368
0.0613856;-0.440368;0.0285004;420.0002752;-3012.997856;194.9997368
0.0602163;-0.440368;0.0285004;411.9999246;-3012.997856;194.9997368
0.0602163;-0.440368;0.0285004;411.9999246;-3012.997856;194.9997368
0.0602163;-0.440368;0.0285004;411.9999246;-3012.997856;194.9997368
0.0602163;-0.440368;0.0285004;411.9999246;-3012.997856;194.9997368
0.0640164;-0.440368;0.0285004;438.0002088;-3012.997856;194.9997368
0.0654779;-0.440368;0.0285004;447.9997918;-3012.997856;194.9997368
0.0654779;-0.440368;0.0285004;447.9997918;-3012.997856;194.9997368
0.0654779;-0.440368;0.0285004;447.9997918;-3012.997856;194.9997368
0.0654779;-0.440368;0.0285004;447.9997918;-3012.997856;194.9997368
0.0577317;-0.440368;0.0285004;395.0002914;-3012.997856;194.9997368
0.0577317;-0.440368;0.0285004;395.0002914;-3012.997856;194.9997368
0.0577317;-0.440368;0.0285004;395.0002914;-3012.997856;194.9997368
0.0577317;-0.440368;0.0285004;395.0002914;-3012.997856;194.9997368
0.0624087;-0.440368;0.0285004;427.0003254;-3012.997856;194.9997368
0.0621163;-0.440368;0.0285004;424.9997246;-3012.997856;194.9997368
0.0621163;-0.440368;0.0285004;424.9997246;-3012.997856;194.9997368
0.0621163;-0.440368;0.0285004;424.9997246;-3012.997856;194.9997368
0.0621163;-0.440368;0.0285004;424.9997246;-3012.997856;194.9997368
0.0625548;-0.440368;0.0285004;427.9999416;-3012.997856;194.9997368
0.0625548;-0.440368;0.0285004;427.9999416;-3012.997856;194.9997368
0.0625548;-0.440368;0.0285004;427.9999416;-3012.997856;194.9997368
0.0625548;-0.440368;0.0285004;427.9999416;-3012.997856;194.9997368
0.0635779;-0.440368;0.0285004;434.9999918;-3012.997856;194.9997368
0.0635779;-0.440368;0.0285004;434.9999918;-3012.997856;194.9997368
0.0635779;-0.440368;0.0285004;434.9999918;-3012.997856;194.9997368
0.0635779;-0.440368;0.0285004;434.9999918;-3012.997856;194.9997368
0.059924;-0.440368;0.0285004;410.000008;-3012.997856;194.9997368
0.0644548;-0.440368;0.0285004;440.9997416;-3012.997856;194.9997368
0.0644548;-0.440368;0.0285004;440.9997416;-3012.997856;194.9997368
0.0644548;-0.440368;0.0285004;440.9997416;-3012.997856;194.9997368
0.0644548;-0.440368;0.0285004;440.9997416;-3012.997856;194.9997368
0.0678164;-0.440368;0.0285004;463.9998088;-3012.997856;194.9997368
0.0704472;-0.440368;0.0285004;481.9997424;-3012.997856;194.9997368
0.0704472;-0.440368;0.0285004;481.9997424;-3012.997856;194.9997368
0.0704472;-0.440368;0.0285004;481.9997424;-3012.997856;194.9997368
0.0704472;-0.440368;0.0285004;481.9997424;-3012.997856;194.9997368
0.0613856;-0.440368;0.0285004;420.0002752;-3012.997856;194.9997368
0.0581701;-0.440368;0.0285004;397.9998242;-3012.997856;194.9997368
0.0581701;-0.440368;0.0285004;397.9998242;-3012.997856;194.9997368
0.0581701;-0.440368;0.0285004;397.9998242;-3012.997856;194.9997368
0.0581701;-0.440368;0.0285004;397.9998242;-3012.997856;194.9997368
0.0605086;-0.440368;0.0285004;413.9998412;-3012.997856;194.9997368
